id,product,producer,vendor,price,validFrom,validTo,deliveryDays,publisher,publishDate,offerWebpage
20949,46179,34043,776,3029.22,1943-05-22,1935-07-21,5,438,1948-08-05,website
20950,44851,18024,21787,2981.73,1913-06-11,1997-01-18,3,489,1992-12-15,website
20951,43257,11183,21465,6805.79,1903-01-27,1929-07-03,7,689,1958-04-25,website
20952,46637,47916,49021,9272.57,2002-03-26,1947-07-07,5,364,1903-12-31,website
20953,20776,1313,25781,3100.67,1983-10-30,1926-12-26,5,523,1965-08-14,website
20954,35011,25434,15999,2939.23,1941-01-09,1914-08-08,7,406,2007-08-26,website
20955,29330,17876,24669,5751.23,1968-12-06,1977-06-16,7,910,1994-11-07,website
20956,27665,25488,19874,5353.94,2019-07-06,1925-04-15,3,215,1966-10-13,website
20957,16561,25119,35055,8414.65,2007-12-15,1934-11-30,4,998,1918-12-30,website
20958,49269,45673,1889,878.79,2001-07-25,1971-03-17,5,712,1909-03-01,website
20959,47897,14887,44389,4923.1,2015-07-07,1910-07-18,1,695,1936-02-10,website
20960,25823,9774,30423,826.2,1909-05-02,2002-04-01,6,935,1905-06-02,website
20961,23514,24763,2645,874.83,1943-05-06,1904-07-22,5,702,1947-06-21,website
20962,34954,40111,30301,1163.32,2009-10-14,1902-11-08,5,40,1900-01-26,website
20963,40633,10937,14186,1345.21,2014-06-23,1918-02-11,6,969,1970-12-02,website
20964,43939,26713,8915,8125.16,1917-11-19,2005-09-22,7,379,1977-03-09,website
20965,17340,4615,13533,9041.35,2005-11-11,1926-10-27,5,375,2004-08-02,website
20966,47296,40453,14295,5068.93,1929-04-25,1923-08-18,1,665,1967-11-10,website
20967,47645,7351,10758,8921.51,2004-06-02,2014-07-18,5,174,1944-09-30,website
20968,24774,34136,17419,2006.21,1902-01-21,1978-09-02,3,351,1986-02-28,website
20969,269,39967,13286,1297.59,2018-12-26,1902-05-21,6,235,1954-12-13,website
20970,27274,17202,24199,2390.43,1959-01-24,1983-06-10,7,934,1931-10-07,website
20971,7216,14300,2970,2764.06,1955-07-03,1934-11-15,5,136,1972-10-08,website
20972,49351,48006,32244,3897.03,1936-06-10,1940-06-27,5,133,1902-09-21,website
20973,12493,34135,2468,610.75,1932-03-08,1903-10-27,1,272,1917-03-19,website
20974,42878,13831,37816,6804.45,1931-05-18,1991-06-05,1,610,2009-04-07,website
20975,9751,9831,21864,6286.25,1979-03-11,2005-05-28,6,344,1912-07-31,website
20976,21207,22529,27089,1524.64,1997-05-01,1949-02-16,3,13,1991-09-27,website
20977,20295,32045,19776,4805.55,1980-02-15,1976-09-11,1,269,1968-12-24,website
20978,11447,31041,38429,3130.33,2007-08-22,1939-01-30,2,350,1998-07-29,website
20979,19469,40207,22033,5745.72,1972-08-17,1972-08-15,2,867,1908-12-22,website
20980,14752,20696,41654,2183.27,1935-09-16,2017-05-29,4,188,1959-01-19,website
20981,22794,10351,33181,6972.84,2011-09-04,2012-01-18,2,939,1912-09-25,website
20982,41925,17458,26946,815.51,1933-05-05,1928-04-25,7,75,1990-04-01,website
20983,16968,45147,14339,1402.23,2015-07-05,1914-04-04,1,183,1998-04-15,website
20984,2217,24447,1434,1902.71,1971-05-13,1925-12-28,4,741,1962-05-22,website
20985,40272,27242,10344,6333.33,1993-01-22,1958-03-13,1,201,2013-04-25,website
20986,19090,14918,24285,4966.56,2009-08-21,1902-08-04,1,40,1991-11-25,website
20987,12263,45244,22032,9847.26,1952-05-25,1990-12-11,6,394,1979-01-22,website
20988,40324,3147,13713,9187.94,1958-04-15,1946-05-05,4,700,1958-05-30,website
20989,30700,16374,12467,7107.67,1941-04-26,1901-06-16,7,888,1959-10-11,website
20990,3503,16681,17145,3746.17,1921-06-07,1965-11-28,1,507,1966-10-01,website
20991,27311,17384,2706,7518.79,1959-09-01,1908-01-09,2,441,1982-03-31,website
20992,21176,37986,12953,7246.5,1973-09-09,1956-05-08,3,523,1957-08-13,website
20993,15937,44903,10341,2398.76,1925-03-03,1988-01-03,1,525,1989-02-04,website
20994,12485,17357,27456,43.16,1964-01-08,1966-02-09,2,443,1939-12-18,website
20995,48728,41483,22382,6763.51,1923-05-19,2004-04-07,4,813,2004-08-03,website
20996,14307,853,32121,7026.94,2017-09-16,1966-05-09,1,209,1910-11-19,website
20997,42728,24075,42058,6346.92,1968-12-10,2011-08-07,7,991,1912-11-05,website
20998,30202,34331,31027,7159.25,1943-08-01,2000-02-11,7,207,1909-02-17,website
20999,22079,13138,8355,6988.77,2000-01-01,1963-12-10,1,891,2011-09-20,website
21000,6991,4484,49117,9973.48,1999-07-20,2019-07-27,4,872,1930-05-23,website
21001,19007,10795,3521,3294.31,1976-07-16,1998-02-02,2,491,1969-07-09,website
21002,19251,38351,4983,444.86,1903-02-05,1978-07-29,4,517,1913-02-03,website
21003,2596,39525,49420,3802.38,1974-08-11,1988-11-08,1,809,2015-05-22,website
21004,1039,37007,17885,2503.29,1997-10-11,1980-08-26,2,332,2011-11-29,website
21005,25908,47778,10603,8620.5,1908-09-19,1956-03-10,3,912,1953-12-09,website
21006,26063,34288,48655,6066.35,1989-06-26,1972-06-20,3,382,2005-10-11,website
21007,21638,32576,9102,7637.76,1916-09-01,1914-10-08,1,265,1905-12-26,website
21008,44379,33936,30169,3967.82,1963-05-03,1908-12-25,1,42,1998-05-10,website
21009,16452,36207,28649,569.46,1945-08-08,1953-02-07,2,646,1998-09-14,website
21010,22390,39967,35450,1203.07,1949-02-22,1909-07-30,5,163,1956-11-26,website
21011,5780,37581,32932,1428.37,1944-04-26,1961-05-13,7,231,1957-04-12,website
21012,6578,11731,2876,6509.6,1940-08-16,1997-10-05,6,934,1959-12-15,website
21013,6545,18503,13413,4694.38,1963-07-23,1996-03-26,5,260,1938-06-10,website
21014,32799,42818,28206,2529.59,1956-12-12,1933-03-19,4,1000,1980-11-21,website
21015,10214,46461,18646,9139.58,1950-02-03,1950-03-31,7,221,1925-05-10,website
21016,35291,39804,44025,6874.53,1999-12-27,1963-11-21,6,745,2006-08-18,website
21017,30687,23572,37728,6179.36,1956-03-22,1975-09-15,3,117,1902-08-26,website
21018,7911,10898,20844,8267.27,1904-10-04,1978-01-11,7,64,2003-03-17,website
21019,4468,31408,6035,3006.85,1942-04-26,2012-02-29,4,415,1918-11-28,website
21020,42728,17330,11219,1946.01,1980-04-12,2008-08-19,7,718,1903-04-03,website
21021,16744,46835,31773,2567.86,1947-03-27,1967-08-27,5,188,1957-04-08,website
21022,8721,14797,22989,7578.81,1959-09-25,1944-02-05,4,451,1965-01-31,website
21023,12100,8372,27528,1737.91,1928-11-01,1907-11-22,6,44,1946-04-22,website
21024,25756,43057,47533,648.34,1958-10-29,1979-11-09,1,398,1995-01-25,website
21025,21845,17239,25910,7243.65,1913-02-05,1957-03-31,3,495,1988-05-09,website
21026,33468,46451,14969,798.57,1964-02-24,2009-02-23,6,98,1913-12-09,website
21027,47228,26540,38696,5365.97,1948-05-11,1929-12-14,3,833,1937-11-01,website
21028,19301,33795,29771,8819.67,1988-04-08,1942-03-13,1,15,1956-04-26,website
21029,21153,12492,15497,8530.26,1968-11-23,1901-05-26,5,798,1917-10-11,website
21030,22758,47906,5458,8294.74,1995-10-22,2018-09-28,1,523,1914-07-28,website
21031,48226,17450,41680,2604,1902-03-26,1957-09-12,1,857,1988-06-02,website
21032,13216,22279,3970,2487.05,1947-12-05,1969-03-28,3,891,1997-04-25,website
21033,36330,19365,43688,5294.74,1935-02-07,1966-07-10,2,139,2008-05-28,website
21034,24027,44871,8439,4212.47,1911-06-15,2015-07-27,2,672,1993-08-19,website
21035,41971,48360,11109,5019.13,1989-04-17,1967-03-14,5,338,1978-01-28,website
21036,40431,31230,36778,173.13,1900-12-06,1982-07-29,3,753,1921-10-25,website
21037,43922,8171,9110,7475.11,1969-07-16,1978-05-31,6,970,1908-07-04,website
21038,48634,12248,4624,3474.08,1964-02-09,1959-10-03,7,114,1954-01-13,website
21039,4384,12843,8106,4099.02,2015-10-22,1906-06-24,7,413,2007-10-29,website
21040,5198,45358,18839,6227.95,1930-04-16,1903-12-14,7,263,1936-11-03,website
21041,15116,42215,36847,6109.44,1995-01-23,1970-02-06,6,492,1983-12-06,website
21042,39521,25457,13218,6788.53,1919-02-11,1944-05-18,5,702,1996-10-01,website
21043,27110,39156,39515,9664.47,1934-11-02,1958-01-21,4,788,1987-04-08,website
21044,25338,9506,24149,1995.2,1909-05-15,2011-04-13,2,92,1994-10-15,website
21045,21544,42929,3857,4096.93,1990-10-16,1987-07-24,3,295,2010-09-12,website
21046,10514,1669,41980,6991.83,1956-06-22,1911-12-02,5,826,2004-02-27,website
21047,38440,21193,32414,1813.55,1978-02-01,1982-11-17,3,499,1902-11-01,website
21048,883,15208,33727,6572.96,1978-04-04,2009-08-05,1,949,1993-04-28,website
21049,37950,33661,14949,3467.83,1946-01-25,2002-01-02,6,646,2013-10-19,website
21050,32824,27691,15480,3216.68,1986-07-08,1919-01-16,7,805,1921-05-26,website
21051,24755,45827,15100,2644.53,1919-12-11,1984-07-04,1,524,1975-04-23,website
21052,36306,7159,42302,3200.36,1906-02-21,1977-02-04,1,410,1966-02-15,website
21053,28847,4933,40997,5619.3,1907-07-16,2005-03-09,4,594,1905-09-04,website
21054,47977,5840,448,6970.47,2014-11-12,2012-04-08,3,194,1947-03-19,website
21055,49109,45496,38954,1108.18,1978-06-26,1986-10-16,3,585,1920-12-04,website
21056,4736,21819,10112,6119.29,1903-12-19,1962-10-15,3,667,1942-01-16,website
21057,34798,31611,20357,6552.31,1961-04-20,1961-08-04,6,260,2001-04-19,website
21058,33155,11116,24993,1986.96,1999-06-27,2012-10-08,5,968,1934-07-29,website
21059,2893,6590,47733,1277.22,1932-09-27,1953-03-16,2,711,1972-12-09,website
21060,26775,25355,48235,6820.29,1944-04-04,1914-03-20,1,360,1982-12-17,website
21061,48116,46958,26387,3128.54,1956-02-18,2017-03-15,4,644,1988-12-11,website
21062,22210,1505,25459,4105.78,1962-05-23,1968-08-01,2,301,1918-10-07,website
21063,27705,30375,6372,813.04,2008-12-22,1909-02-20,2,305,1982-06-18,website
21064,6605,24572,7252,4824.45,2006-09-15,1908-11-28,2,78,1918-05-01,website
21065,43325,19562,46372,5767.59,1983-08-17,1919-03-10,3,639,1985-02-26,website
21066,25745,27480,18415,8547.76,1965-02-18,1975-01-27,6,971,1948-03-08,website
21067,29158,11547,1282,7209.72,2002-07-26,1931-07-09,4,952,1915-03-02,website
21068,7375,21421,13538,4196.79,1939-05-02,1943-09-21,2,871,1950-08-28,website
21069,296,29710,26162,9314.59,1938-10-30,1915-07-10,5,538,1957-12-22,website
21070,13628,47904,27778,3184.99,1995-04-16,1934-01-17,7,296,1956-05-10,website
21071,34626,9044,41038,7167.14,1991-06-22,1952-07-13,2,731,1936-11-04,website
21072,33461,15726,37825,1015.88,1915-03-21,1915-07-31,3,68,1911-09-23,website
21073,32992,41521,44317,7111.46,1963-03-30,1967-06-23,4,653,2018-12-02,website
21074,42480,12100,11309,3007.42,1914-01-30,2019-08-26,4,559,1937-11-23,website
21075,13966,4031,27514,86.55,1950-08-19,1904-09-27,3,206,1915-05-24,website
21076,1920,32391,41903,9192.76,1929-10-13,2016-08-27,5,263,1957-05-31,website
21077,35109,46933,8555,8104,1984-04-30,1921-03-15,6,155,1938-07-28,website
21078,19865,15005,31864,6893.41,1904-11-01,2014-02-08,6,204,2019-09-21,website
21079,20394,46079,43317,8755.15,1980-09-26,2007-04-18,6,871,2004-11-03,website
21080,48456,20354,34477,2019.77,1975-06-26,1986-10-04,2,967,1960-09-21,website
21081,41333,48473,39265,1099.15,1959-06-24,1976-06-02,3,782,1917-08-15,website
21082,33635,15795,22399,8097.53,2019-05-20,1937-07-01,3,853,1976-08-20,website
21083,33217,3364,49994,7621.56,1951-06-10,1908-11-21,5,16,2011-05-15,website
21084,3069,29721,18994,2069.95,1934-08-03,1925-11-11,3,665,1907-03-31,website
21085,19518,46216,37467,6868.71,1969-07-11,1968-09-09,4,726,1956-06-13,website
21086,10249,13631,26964,2138.57,1989-04-22,1994-10-24,5,304,1916-01-30,website
21087,42802,16599,48804,6797.42,2006-08-28,1993-11-08,7,237,1998-12-15,website
21088,18626,42163,11725,8491.89,1972-07-28,1924-07-27,5,724,2003-02-25,website
21089,5175,25901,1172,4979.9,1941-12-07,1931-11-09,5,176,1936-12-10,website
21090,21176,48760,949,5121.67,1989-08-24,1938-02-20,2,654,1971-01-20,website
21091,18380,3567,33020,7608.69,1917-11-29,1922-08-18,7,975,1951-04-26,website
21092,39093,35740,45032,8247.3,1904-08-12,1950-09-02,1,129,1982-01-19,website
21093,46857,6637,8337,3790.06,1926-03-29,1995-10-06,1,267,1972-06-22,website
21094,5611,45098,371,6711.72,1999-06-10,2007-04-25,1,970,1982-06-30,website
21095,12938,30072,5135,82.44,2012-08-17,1907-04-07,3,624,1967-04-05,website
21096,18992,38499,47665,121.56,1931-04-08,1965-03-16,2,300,1918-02-17,website
21097,49422,39641,31589,2018.89,1959-08-14,1986-01-02,6,166,1935-06-04,website
21098,5167,48734,44178,4746.23,1930-06-04,1942-05-16,4,573,1901-09-15,website
21099,43586,31215,33537,4826.23,1951-08-05,1961-05-11,2,258,1948-07-16,website
21100,34272,40762,1199,1005.65,1961-08-13,1975-01-06,6,552,1941-03-17,website
21101,9225,15075,25867,6239.03,1977-04-03,1928-09-25,3,484,1965-07-22,website
21102,1144,12717,20892,134.1,1911-09-15,1952-09-26,3,863,1913-08-16,website
21103,40085,47740,37836,3575.61,1997-10-15,1968-08-04,7,359,1903-07-13,website
21104,11706,8788,30917,7584.32,1951-01-30,1984-03-27,2,727,1918-11-15,website
21105,602,24206,3112,8912.95,1930-06-16,2004-04-19,4,283,1969-06-27,website
21106,48654,43192,9308,5569.57,1997-09-24,1931-08-29,2,883,2013-06-10,website
21107,38139,40525,8685,6953.05,1979-08-06,2001-04-18,1,172,1983-06-13,website
21108,23045,17809,35176,3953.11,1950-01-21,1988-09-26,4,896,1924-01-30,website
21109,10761,21429,42759,4188.62,1984-04-13,1928-12-16,4,606,1943-07-26,website
21110,27620,42800,39703,5031.76,1955-09-20,1923-08-02,3,206,2002-05-03,website
21111,27569,49655,22052,2450.51,2001-10-30,1982-06-22,5,845,1928-04-14,website
21112,35211,43415,41886,4659.75,1937-11-06,1900-11-14,2,301,2005-04-14,website
21113,34166,39675,9097,1876.7,1933-11-09,2013-05-09,6,789,1960-04-10,website
21114,19374,30296,6407,454.01,1963-04-23,1969-12-17,4,966,1988-02-24,website
21115,20745,40013,13474,7532.44,1996-04-04,1928-10-21,6,968,2015-06-02,website
21116,8798,43455,30375,3438.68,1987-12-03,1992-02-11,5,550,1902-05-20,website
21117,48378,21255,609,6027.41,1957-09-11,1920-01-20,1,39,1985-01-20,website
21118,13797,32221,35659,1114.53,2013-03-17,1929-04-01,7,561,1992-06-06,website
21119,14507,26389,12482,7429.04,1910-12-14,1943-03-12,1,463,2004-07-17,website
21120,41225,25839,38982,2763.44,1946-06-17,1945-08-10,2,63,2002-04-20,website
21121,9071,10486,48628,704.37,2011-05-25,1975-10-05,2,15,1918-04-07,website
21122,38855,17635,14573,9537.68,2016-07-04,1907-03-25,3,274,1994-02-07,website
21123,34465,28191,12827,4016.78,1974-07-31,1984-04-12,2,833,2015-09-26,website
21124,5200,15574,7194,2493.58,1993-07-21,1994-07-25,4,475,1982-02-20,website
21125,48063,26358,35928,9247.21,1943-07-13,2015-11-08,4,932,1940-08-24,website
21126,24417,976,46393,6116.49,1991-04-28,1901-01-01,1,923,1970-08-14,website
21127,36649,11853,32844,1968.4,1983-10-18,1971-06-15,7,376,1994-12-09,website
21128,36206,29439,3048,5646.43,1988-12-05,1938-01-13,4,435,1921-01-14,website
21129,28299,3020,9901,4485.33,1954-08-05,2009-10-13,6,43,1927-08-26,website
21130,32239,10463,43647,9696.7,1996-12-05,1968-03-05,2,717,1908-07-15,website
21131,26102,17848,44668,5054.65,2009-01-27,1945-03-23,1,369,1907-06-06,website
21132,1954,23248,3203,9292.33,2004-02-09,1901-07-03,6,784,1998-07-19,website
21133,6365,14899,33218,6831.88,1904-05-23,1977-04-10,2,421,1967-06-16,website
21134,44780,1856,10327,2305.59,1931-02-07,1941-05-24,3,863,1929-08-07,website
21135,35148,26783,37917,8480.44,1903-03-28,1975-09-05,2,723,2009-01-04,website
21136,3040,32038,29512,1742.5,1917-11-01,1966-12-19,3,607,1919-06-10,website
21137,49837,40450,37279,1450.41,1910-10-21,1922-10-16,5,754,1977-09-06,website
21138,6096,49981,19699,4382.83,1971-04-19,1953-09-17,7,998,1997-07-09,website
21139,26921,46235,43859,9271.84,1951-04-13,1988-04-21,6,846,1971-09-15,website
21140,46567,21736,30743,3099.24,1957-06-13,1978-08-24,1,977,1975-12-03,website
21141,19683,23485,21330,3805.93,1977-03-17,1926-07-15,2,551,2013-06-28,website
21142,34550,26328,49169,9286.6,1910-08-17,2015-06-16,6,197,1922-10-27,website
21143,26648,49101,34037,6459.17,2018-07-15,2010-07-09,5,488,1975-06-22,website
21144,19539,45325,26449,2757.37,1956-06-15,1904-08-15,3,873,1984-09-23,website
21145,26490,37744,2042,4389.1,1960-09-12,1963-11-17,6,604,2014-10-30,website
21146,4014,47339,5529,3095.9,1943-08-21,1985-09-04,5,960,2002-11-07,website
21147,38138,34442,38405,4255.79,1902-06-12,1903-02-20,1,515,1918-06-11,website
21148,39634,29627,6146,8042.9,1960-07-07,1969-10-24,6,923,2012-10-30,website
21149,292,36967,30527,4658.82,1917-02-19,1992-05-26,1,545,1984-01-29,website
21150,8516,2561,48001,8676.54,1948-01-02,1998-12-07,1,309,1923-01-11,website
21151,46095,23606,14530,6338.21,1914-07-24,1961-03-23,4,153,1903-11-22,website
21152,17730,48832,12994,1410.29,1993-03-10,1977-08-15,6,768,2019-09-12,website
21153,48446,28762,31444,6768.11,1964-03-07,1958-09-17,3,823,2003-01-18,website
21154,3192,48938,45910,3869.8,1909-06-28,1910-09-24,7,332,1926-08-10,website
21155,40004,9458,3768,6962.35,1977-07-12,1969-01-24,6,801,1915-04-15,website
21156,42765,30540,37703,3728.29,1912-10-09,1973-01-10,3,508,1911-09-10,website
21157,7089,5557,31632,187.05,1931-03-07,1975-10-12,7,728,1961-05-03,website
21158,34215,25200,3554,2924.5,1911-10-06,1938-11-03,4,408,1915-07-23,website
21159,24221,1525,1728,4404.95,1987-03-07,1928-12-02,1,235,1968-02-22,website
21160,19106,24192,29097,1122.5,1943-12-25,1956-01-02,6,572,1959-08-08,website
21161,9925,47132,6331,5970.78,1978-05-13,1904-06-05,6,36,1960-11-20,website
21162,16941,18423,26686,3542.09,1992-02-12,1998-05-07,1,502,2007-04-24,website
21163,1283,46912,19928,4654.62,1900-09-10,2012-04-14,7,182,2008-10-29,website
21164,34117,4679,15740,8207.78,1935-04-11,1901-05-03,4,711,1957-10-19,website
21165,28865,47786,28585,6461.62,1984-08-06,2003-09-12,5,239,2000-06-28,website
21166,16062,42979,17021,9697.5,1985-08-19,1916-06-15,4,995,1918-03-05,website
21167,9213,7804,16385,6780.22,1947-10-03,1999-05-26,7,917,2005-05-10,website
21168,30703,30221,17270,9336.66,1933-07-29,1977-11-12,2,277,1986-11-17,website
21169,41316,34808,2507,1201.31,1989-12-06,1990-06-30,6,584,1965-11-10,website
21170,37121,7812,27529,9443.96,1986-11-07,1986-11-03,2,988,1989-09-27,website
21171,33291,16712,12704,7711.49,1954-07-05,1952-07-14,2,221,1966-04-05,website
21172,13982,38780,8837,5305.22,2008-05-31,2002-05-16,2,721,1914-11-16,website
21173,29564,1813,34083,9195.86,1923-04-28,2013-06-29,1,130,1900-01-31,website
21174,32230,24184,46896,2948.07,1937-05-27,2012-03-21,1,266,1917-09-01,website
21175,20450,14877,39523,5383.21,1968-02-21,1983-12-22,3,80,2005-07-06,website
21176,49627,5076,38831,5461.93,1972-03-12,2010-08-11,5,817,1956-08-03,website
21177,23134,6075,12782,685.69,1904-10-31,1900-08-24,2,473,2016-12-22,website
21178,19470,30588,34121,8579.38,2005-06-21,1914-05-19,4,501,1941-01-30,website
21179,42982,31390,7324,7788.21,1967-11-17,2018-09-27,7,175,1974-08-09,website
21180,40588,6429,34123,1196.29,1908-09-07,1939-06-04,5,606,1994-04-20,website
21181,18257,7135,14934,3831.43,2014-10-11,1948-07-28,6,877,1940-03-19,website
21182,46100,32919,41133,8890.46,1993-10-18,1938-12-18,5,587,1927-04-14,website
21183,897,12945,440,5133.07,1919-02-03,1952-07-22,2,344,1959-05-08,website
21184,45954,47111,31519,4249.95,1960-07-11,1927-06-11,4,277,1919-09-28,website
21185,47679,44696,22261,5316.91,1931-05-16,1970-01-04,6,695,1926-05-28,website
21186,43395,12356,31631,398.07,1931-03-19,1962-12-26,4,938,1906-12-12,website
21187,17485,37181,42379,3855.5,1972-03-18,1968-07-26,6,772,2019-09-10,website
21188,45250,25747,7917,7852.74,1910-03-23,1955-09-19,2,482,1914-05-24,website
21189,38311,40152,8215,7994.74,2000-02-28,1930-07-15,3,440,1927-01-24,website
21190,30040,46900,6719,6246.17,1935-03-20,1968-09-24,7,526,1925-09-06,website
21191,49219,29490,43230,6925.31,2002-07-18,1922-03-02,5,262,2000-09-09,website
21192,12107,17260,22087,3057.77,1978-09-10,1929-02-16,3,274,1952-12-26,website
21193,44668,7563,38836,8044.52,1934-09-06,1915-06-08,1,911,1918-11-25,website
21194,9469,48835,16905,7944.16,1972-02-21,1965-05-27,4,759,1947-12-16,website
21195,2391,8043,20185,9285.62,1938-10-29,1949-03-09,1,251,1933-03-02,website
21196,44340,47847,11277,4694,1922-03-24,1967-11-17,2,779,1992-09-06,website
21197,49392,46297,33234,2110.25,1967-05-22,1988-08-20,6,823,1900-06-03,website
21198,7331,35237,43859,4114.69,1972-10-12,1982-07-15,4,724,1933-09-19,website
21199,15996,20919,36972,2832.03,2008-03-21,1922-11-21,6,145,1929-02-21,website
21200,47445,45543,19954,7819.44,2002-02-17,1956-12-31,3,585,2011-12-20,website
21201,25732,36580,3352,2787.55,1969-02-09,1915-02-05,1,176,1963-10-21,website
21202,16269,38943,30447,1798.33,1974-02-27,1979-02-09,6,583,1924-05-09,website
21203,28982,5429,34520,3374.25,1905-07-25,1997-12-08,6,243,2011-11-25,website
21204,23328,1883,11347,9040.62,1953-11-15,1929-03-04,2,336,2000-09-28,website
21205,12812,47053,36043,5869.74,1997-05-23,1966-07-20,7,764,1972-10-31,website
21206,11000,7083,31908,6573.99,2012-02-01,2011-07-14,5,139,1918-02-04,website
21207,44442,22241,19050,6016.94,1979-12-06,2007-10-14,6,680,1953-07-14,website
21208,31723,46723,37127,6249.87,1993-11-14,1985-10-10,7,25,1946-04-19,website
21209,11451,42582,31303,4238.17,2013-11-10,2019-08-27,6,182,1920-12-29,website
21210,3026,6698,34349,2819.39,1946-05-24,2018-11-23,4,43,1960-08-02,website
21211,6015,22529,44269,4374.53,1961-12-15,1914-01-21,1,641,1921-06-27,website
21212,8521,39069,19340,5783.12,1975-10-03,1950-03-20,1,978,1977-10-01,website
21213,33768,30060,37912,5044.85,2016-07-28,1919-09-20,6,6,1940-02-24,website
21214,3716,47903,19905,1508.53,2007-11-25,1987-03-30,6,669,1906-09-20,website
21215,15024,26385,33107,5359.79,1952-04-26,1919-08-08,3,143,1948-12-26,website
21216,44000,22556,9607,4964.35,1955-12-10,1954-11-25,1,17,2001-06-15,website
21217,3838,28171,31206,1177.78,1903-02-14,1946-08-08,5,511,1951-03-04,website
21218,44128,22560,13781,7023.56,1980-07-31,1925-06-26,2,527,1901-03-10,website
21219,20798,18378,37620,2704.34,2015-08-04,1988-12-08,5,812,1962-12-04,website
21220,14435,22430,6881,7690.35,2008-11-25,1968-03-30,7,216,1938-08-25,website
21221,24852,49897,18337,3162.37,1946-10-06,2004-06-12,3,807,1900-05-28,website
21222,37498,42554,44387,258.53,1961-06-22,1991-06-20,7,823,1958-08-24,website
21223,9735,45386,7922,6493.72,1916-01-22,1950-08-08,6,64,1994-01-19,website
21224,21648,46442,26819,2733.59,1907-01-02,1995-11-09,7,776,2013-01-25,website
21225,8137,48389,4108,4391.2,1963-05-02,1966-07-27,5,638,1929-10-12,website
21226,22236,19909,15671,7261.34,1932-03-23,1909-01-27,2,960,1910-07-10,website
21227,35176,21853,14926,2020.01,2011-02-17,1975-02-28,1,811,2017-09-16,website
21228,28403,39977,38029,7230.76,2014-01-19,1987-10-15,4,784,1974-06-26,website
21229,12348,4480,48158,8943.95,1945-04-12,1965-12-10,7,904,1950-09-26,website
21230,21135,10770,33596,7697.65,1975-06-04,1980-05-04,7,143,1921-08-06,website
21231,43020,38599,11767,4031.88,2013-07-27,1944-10-25,2,497,1953-08-16,website
21232,23909,7892,21806,5437.31,2003-01-30,1968-11-21,2,373,1905-08-10,website
21233,27447,23550,28456,5336.89,1985-05-16,1987-04-23,5,387,1948-05-02,website
21234,37563,27589,18612,2361.9,1956-08-05,1981-09-09,2,729,1967-06-06,website
21235,33706,10860,31494,5926.42,1945-04-26,1932-04-03,5,490,1967-06-21,website
21236,49512,40206,48612,3997.89,1952-05-10,1972-01-17,1,830,2011-10-04,website
21237,19196,13453,3104,6622.19,1999-05-03,1988-11-29,2,65,1901-04-16,website
21238,41805,5856,4337,5900.96,1904-07-16,1959-08-26,5,162,2007-05-08,website
21239,29651,5196,44036,6115.56,2000-08-31,2000-01-02,4,860,2015-05-23,website
21240,48405,4202,10628,7484.6,1954-04-28,1946-07-21,6,884,1909-05-12,website
21241,860,38983,13046,485.23,1937-10-30,2003-03-18,4,9,2017-10-11,website
21242,31335,46061,2379,2757.34,1917-09-09,1929-09-07,5,986,1992-12-20,website
21243,29088,11279,10570,6773.98,1965-05-01,2003-01-01,5,222,1931-05-24,website
21244,49068,28592,34867,1447.93,2016-12-13,2017-05-07,7,687,1955-11-17,website
21245,37869,19880,2281,2616.13,1973-07-10,1957-11-12,3,843,2015-11-17,website
21246,40766,9096,4940,4932.91,1916-06-28,1957-10-02,1,366,2003-12-17,website
21247,5237,32317,37315,5827.95,2018-09-17,1905-10-10,6,428,1902-08-31,website
21248,1441,12196,34385,5959.61,2014-04-21,1908-08-13,3,963,2001-06-02,website
21249,36676,4248,23441,274.5,1950-03-25,1959-02-02,1,808,2004-08-24,website
21250,19774,37311,47685,8490.5,1990-09-26,1900-02-20,3,148,1979-08-30,website
21251,42409,21263,10223,2990.49,1954-04-30,1996-08-30,7,267,2004-05-07,website
21252,15886,7469,8549,417.57,1914-10-12,2010-02-14,6,786,1977-02-24,website
21253,27391,2099,6717,8339.38,1983-08-11,1960-03-25,6,698,1991-08-16,website
21254,34128,36256,35638,9706.02,1954-11-07,1957-08-16,6,108,1966-01-07,website
21255,26733,22578,48159,6345.71,2005-03-26,1993-03-05,5,227,1963-12-23,website
21256,23530,14876,30071,1223.57,1966-06-27,2001-05-11,5,208,1972-02-20,website
21257,45806,45660,35954,5673.85,1995-06-22,1955-12-13,2,814,2001-07-03,website
21258,17772,18682,21021,7559.95,1996-08-20,2019-07-24,4,275,1922-11-15,website
21259,36238,47215,3514,8795.01,1981-12-09,2018-01-15,7,859,1905-06-10,website
21260,18471,37640,3028,9742.84,1907-12-23,1926-10-01,3,249,1964-02-26,website
21261,13393,10861,5584,7286.5,1946-12-01,1978-05-21,5,938,1901-07-01,website
21262,33854,19574,20834,9926.44,1987-08-06,1969-06-30,6,522,1934-04-08,website
21263,39893,38536,28912,1686.25,1976-09-08,1967-05-11,5,286,1954-11-21,website
21264,46643,14926,26029,907.49,1920-07-29,1937-05-08,4,741,1954-01-04,website
21265,11378,17262,1912,1235.52,1962-01-11,1988-06-25,4,733,1955-12-23,website
21266,21785,39112,18022,2695.54,1987-12-13,1912-05-11,2,43,1971-07-07,website
